YEAR,COUNTY,5.1_FUGITIVE_AIR,5.2_STACK_AIR,5.3_WATER
2017,WYANDOT,5,5,0
2017,ERIE,0.1,0.6,34.7
2017,ASCENSION PARISH,26894,59657,0
2017,GRIMES,0,0,0
2017,OSAGE,0,0,0
2017,DAVIDSON,4234,0,0
2017,CADDO PARISH,1400,16,0
2017,BROOKE,19000,20000,0
2017,LOS ANGELES,0,0,0
2017,ST CLAIR,11,542,0
2017,OKLAHOMA,0,0,0
2017,MONTGOMERY,0,0,0
2017,COCHISE,2.28,4.96,0
2017,CUYAHOGA,750,0,0
2017,RIVERSIDE,217.3,10.25,0
2017,LINCOLN,0,29,0
2017,WELD,0,0,0
2017,BARRON,0,0,0
2017,CUYAHOGA,194,39,0
2017,MARTIN,10,8,0
2017,KANKAKEE,0,0,0
2017,WYANDOTTE,0,0,0
2017,COOK,0,0.6,0
2017,MITCHELL,0,0,0
2017,HARRIS,5,640,5
2017,PALO ALTO,0,2581,0
2017,DAVIESS,0,0,0
2017,JASPER,0,0,0
2017,CRAWFORD,0,0,0
2017,WYANDOTTE,1,2,0
2017,ERIE,250,250,0
2017,CHEMUNG,1522.46,0,0
2017,WARRICK,0,2000,0
2017,GEORGETOWN,1178,0.6,0
2017,SCHUYLKILL,4.5,17.8,2.73
2017,GUILFORD,R,Pounds,20
2017,POWESHIEK,0,0,0
2017,INGHAM,5,7,0
2017,COOK,360,23,0
2017,COOK,0,0,0
2017,CUYAHOGA,0,0,0
2017,ESSEX,0,0,0
2017,ST CHARLES PARISH,18,0,0
2017,DUVAL,0,126.1,0
2017,HARRIS,206.5,256.92,0
2017,LOS ANGELES,0,250,0
2017,MOBILE,83,4860,0
2017,CALHOUN,0,34,0
2017,CALHOUN,71,451,0
2017,EUREKA,15,2,0
2017,JASPER,8,2671,0
2017,LICKING,27,15,0
2017,JEFFERSON,0,0,0
2017,HUMBOLDT,0,0,0
2017,BROOKE,714,2.5,0
2017,MARICOPA,0,0,0
2017,ALLEGHENY,R,Pounds,300
2017,ORANGE,0,0,0
2017,HARRIS,51,0,1
2017,SUMNER,0.17,0.06,0
2017,CHIPPEWA,0,1646,0
2017,MARATHON,0,5,0
2017,FULTON,0,0,0
2017,ORANGE,0,250,0
2017,KANE,0,0,0
2017,KING,0,1763,0
2017,CALHOUN,0,120,0
2017,LOS ANGELES,106,1.3,0
2017,HAMILTON,0,0,0
2017,CALUMET,0,0,0
2017,COLUMBIANA,0.34,0.32,0
2017,SEARCY,1960,1960,0
2017,SAN FRANCISCO,0,0.0793,0
2017,WATERFLOW,Pounds,0,0
2017,HARRIS,670,3200,9
2017,MADISON PARISH,Pounds,0,0
2017,HAMILTON,5,0,0
2017,MARICOPA,0,0,0
2017,MCCRACKEN,0.8,3.9,0
2017,MCKEAN,0.1,584,0
2017,WAYNE,2.4,49,13.79
2017,JEFFERSON,1,6,0
2017,JOHNSON,0,0,0
2017,WARREN,0,0,0
2017,ALLEGHENY,0,0,0
2017,DELAWARE,0,0,0
2017,OHIO,0,3,0
2017,LEWIS AND CLARK,0.0025444,0.000229,0
2017,CHESTER,0,0,0
2017,SALT LAKE,0.01,0.58,0
2017,KAY,0,0,0
2017,KAY,0,0,0
2017,LUBBOCK,29.37,83.21,0
2017,DANE,1107,284,0
2017,LAKE,13000,980,0
2017,WINFIELD,Pounds,0,0
2017,VENANGO,0,0,0
2017,LAWRENCE,0,0,0
2017,DALLAS,5,5,0
2017,BRANCH,250,0,0
2017,DOUGLAS,5366.8,384.9,0
2017,MCKINLEY,5613,3560,0
2017,MARSHALL,0.6,0.1,0
2017,COOK,0,0,0
2017,LIBERTY,340,3200,0
2017,STODDARD,19000,269,0
2017,BOONE,0,0,0
2017,RUTHERFORD,0,0,0
2017,PROVIDENCE,0,0,0
2017,CRAVEN,18,424,0
2017,CHATHAM,R,Pounds,0
2017,PETERSBURG (CITY),0,0.361,0
2017,WASHINGTON,0,0,0
2017,LEE,0,0,0
2017,BALTIMORE,0,86,0
2017,CARIBOU,70.7,2884,75.1
2017,ALLEGANY,10,187,0
2017,MANATI,Pounds,194,1.228
2017,SAN BERNARDINO,0,0,0
2017,HARRIS,553,581,0
2017,EAST BATON ROUGE PARISH,6.98,0.42,0
2017,ST LOUIS (CITY),13.21,0,0
2017,NYE,0.07,0.25,0
2017,BUTLER,0,0,0
2017,ROWAN,R,Pounds,0
2017,HAMILTON,R,Pounds,15
2017,WASHINGTON,0,29,0
2017,FAULKNER,250,0,0
2017,ELLIS,168,4,0
2017,ALLEGHENY,0.5626,0,0
2017,MADISON,31254.32,0,0
2017,BINGHAM,0.27,0.85,0
2017,HOUSTON,Pounds,0,0
2017,POLK,146,1316,0
2017,BUCHANAN,0,0,0
2017,MOBILE,5,5,0
2017,WAKE,0,0,0
2017,GALVESTON,0,0,0
2017,PORT ARTHUR,R,Pounds,13
2017,MARSHALL,29,4309,0
2017,MERCER,0,3.754,0
2017,MIDDLESEX,11,11,0
2017,PORT ARTHUR,Pounds,141,0
2017,HUMACAO,A,Pounds,0
2017,KING,0,0,0
2017,JEFFERSON,340,18000,0
2017,JEFFERSON,270,170,0
2017,JEFFERSON,1891,3150,0
2017,SHELBY,9.39,32.06,56.17
2017,HENRY,5,0.05,11
2017,MUSCOGEE,31901,0,0
2017,CHESTER,1739,5202,0
2017,LANCASTER,0,256,0
2017,JOHNSON,0.01,0.03,0
2017,CRAWFORD,0,0,0
2017,ROCKINGHAM,0,0.022,0
2017,LIMESTONE,2.8,161.4,0
2017,ERATH,0,0,0
2017,POSEY,5,34385,0
2017,RANKIN,0,0,0
2017,LANCASTER,0,0,0
2017,AROOSTOOK,0,0.002503,0
2017,FULTON,0,45.83,0
2017,MARATHON,0,0,0.0195
2017,ORANGE,0,0,0
2017,SUTTON,453,730,0
2017,RENO,0.02,0,0
2017,WARREN,1400,26000,0
2017,KINGS,20,0,0
2017,KENT,0,0,5.13
2017,BOURBON,4.8,72.2,0
2017,ORANGE,0,789.24,0
2017,ORANGE,0,0,0
2017,ST CHARLES PARISH,291,33216,28122
2017,KENT,809,8085,0
2017,GUILFORD,0,0.8,0
2017,VENTURA,0,0,0
2017,UNION,1,2.21,12.62
2017,WASHINGTON,0,0,0
2017,MCLEAN,1,410,2
2017,WYANDOTTE,0,0,0
2017,IBERVILLE PARISH,NO,R,Pounds
2017,CUYAHOGA,0,0,0
2017,BRAZORIA,1180,418,0
2017,ST CHARLES,9,2800,0
2017,NOBLE,262,75,0
2017,WARREN,0,0,0
2017,NASSAU,0,0,0
2017,JEFFERSON,275,18,0
2017,CHARLES,325.77,0,0
2017,PINAL,78.64,28.11,0.048
2017,IBERVILLE PARISH,0,0,0
2017,MONTGOMERY,0.008,0.008,0
2017,ST LOUIS (CITY),0,0,0
2017,MONTGOMERY,3.5,0,0
2017,LINCOLN,5,0,0
2017,MIDDLESEX,125,887,5
2017,ORANGE,9167,4625,0
2017,LAFAYETTE PARISH,0,0,0
2017,CHEROKEE,0,0,0
2017,DEKALB,1,30.1,1113
2017,HARRIS,8989,8337,74
2017,KAY,14479,0,0
2017,WAUKESHA,Pounds,0,1
2017,MIAMI,5,0,0
2017,NORTHUMBERLAND,0,1.16,0
2017,ST LAWRENCE,0,0,0
2017,COSHOCTON,3.12,3602.35,259.69
2017,HILLSBOROUGH,0,0,0
2017,YORK,19,175,0
2017,VOLUSIA,7205,0,0
2017,TARRANT,5,0,0
2017,LOS ANGELES,R,Pounds,0
2017,SALEM,0,2061,0
2017,KENT,5,0,0
2017,DEKALB,0,0,0
2017,HILLSBOROUGH,1,7,0
2017,WAUKESHA,1,25,0
2017,LOS ANGELES,0,0,460
2017,CAMDEN,0.1,1.2,0
2017,THOMAS,0,0,0
2017,LINN,0,0,176
2017,WEBSTER,0.0001,5.6807,0
2017,HARRISON,0,178.4,224
2017,CLARK,0,0.1,0
2017,HAMILTON,1740,5220,0
2017,HARRISON,54,0,0
2017,FAIRFIELD,94,65,0
2017,RIVERSIDE,0.11,1.9,0
2017,CLAY,0,0,0
2017,COCONINO,0,0,0
2017,ORANGE,0,0,0
2017,CUMBERLAND,3.7,27.52,0
2017,BUTLER,0,0,0
2017,LOS ANGELES,6.84,9.82,0
2017,EAST BATON ROUGE PARISH,21.22,31.69,0
2017,PORT ARTHUR,Pounds,49,0
2017,WARREN,0,0,0
2017,EAST BATON ROUGE PARISH,0.57,0.13,0
2017,RIVERSIDE,11,0,0
2017,CLERMONT,0,100,78
2017,COOK,0,30,0
2017,ST LOUIS (CITY),0,20,0
2017,BIBB,0,25,25
2017,WYANDOT,5,5,0
2017,PUEBLO,Pounds,2,0
2017,HARRIS,1.04,157.77,0.05
2017,CARLTON,0.02,0.35,0
2017,WALKER,0,99,4
2017,WASHINGTON,50,127,0
2017,MONTGOMERY,0,1.8,0
2017,RANDOLPH,0,0,0
2017,WAYNE,0,0,0
2017,JASPER,0,0,0
2017,WOODBURY,5.86,0.71,23.34
2017,HAMILTON,1,0,0
2017,RICHLAND,19.8,39.27,0
2017,JEFFERSON,0,42399,0
2017,SOLANO,6228,459,0
2017,HARDIN,0,0,0
2017,WARREN,55.01,0,0
2017,NORFOLK,A,Pounds,0
2017,MONTGOMERY,0,0,0
2017,HARRISON,5,2479,0
2017,NIAGARA,Pounds,5,20
2017,FAIRBANKS NORTH STAR BORO,R,Pounds,2.3
2017,MADERA,250,0,0
2017,MCKENZIE,36.58,7.7,0
2017,BERNALILLO,0,0,0
2017,HARRIS,5,0,0
2017,EL PASO,0,0,0
2017,LIBERTY,0,0,0
2017,CRAWFORD,0.84,0.17,0
2017,PORT ARTHUR,NO,R,Pounds
2017,CALHOUN,402.83,69.41,271.04
2017,STRAFFORD,0,0,0
2017,NUECES,0,15951,0
2017,MIDDLESEX,1,2,0
2017,LEBANON,23,0,0
2017,MIAMI,0,2,0
2017,WABASH,0,0,0
2017,MONTGOMERY,0,0,0
2017,MULTNOMAH,0,3,0
2017,DORCHESTER,0,0.7194,0
2017,VERMILION PARISH,42,140,0
2017,HAMILTON,505,0,0
2017,DALLAS,0,0,0
2017,CAPE GIRARDEAU,0,0,0
2017,KOSSUTH,5,61,0
2017,MARION,7980.9,0,0
2017,MORGAN,0,9,136
2017,HOPE HULL,Pounds,0,0
2017,BARTON,39.04,0,0
2017,CALHOUN,3856,20507,0
2017,WYANDOTTE,1.482,31.168,0
2017,CARIBOU,247.1,5678.9,17
2017,CONTRA COSTA,7064,0,0
2017,SHELBY,21304.4,366546.22,1209.14
2017,CHEROKEE,0,0,0
2017,SILVER BOW,0,0,0
2017,GARVIN,8286,3492,0
2017,GILA,0,37982,0
2017,SAN DIEGO,0,0,0
2017,SHELBY,446340,6462,0
2017,ERIE,0,551,0
2017,RAMSEY,0,0,0
2017,CANYON,1574.13,96808.87,0
2017,NORTHAMPTON,0,0,0
2017,TRUMBULL,R,Pounds,470
2017,KENOSHA,5,250,0
2017,SHELBY,0,0,0
2017,ELLIS,205,26,0
2017,SAN BERNARDINO,0.038,0,0
2017,TARRANT,0,0,0
2017,CUYAHOGA,160,560,0
2017,LINCOLN,250,32518,0
2017,BLACK HAWK,0,0,0
2017,BLAIR,R,Pounds,0
2017,PINAL,14.2,11.6,0
2017,HILLSBOROUGH,0,0,0
2017,DOUGLAS,9.12,0.78,0
2017,CULLMAN,0.32,0.31,0
2017,ROCK,5,19,0
2017,CASS,5,0,0
2017,WAUKESHA,0,1.02,0
2017,DALLAS,R,Pounds,4.26
2017,BAKER,0,566,0
2017,JASPER,1,223,0
2017,JACKSON,9410,2,0
2017,RAMSEY,0,0,0
2017,WASHINGTON,0,0,0
2017,CLINTON,0,0,0
2017,NASSAU,117.4,145.5,0.11
2017,NASSAU,149.95,160.22,0.11
2017,HAMPDEN,5,0,0
2017,MARSHALL,20000,3095,0
2017,LANE,0,0,0
2017,WAUSHARA,1.2,0,0
2017,STOKES,0,160,10100
2017,JACKSON,0,0,0
2017,CHOCTAW,0,4734,0
2017,WASHINGTON,0,0,878
2017,RUTHERFORD,0,0,0
2017,YAVAPAI,3.5,11.1,0
2017,CRAWFORD,13.9,278,3.25
2017,LANCASTER,1.58,30.01,0
2017,SPARTANBURG,250,3922,0
2017,ANOKA,0,0,0
2017,LOGAN,0,2,0
2017,SMITH,4878,2253,5.1
2017,WILL,0,0,0
2017,SALT LAKE,0,28346.1,0
2017,MERCER,0,1,7475
2017,GREENE,1,9233,0
2017,ST BERNARD PARISH,0.1,251,0
2017,HENDERSON,0,0,0
2017,COOK,0,0,0
2017,HAMPDEN,9,64,0
2017,IBERVILLE PARISH,0,0,0
2017,RACINE,3.81,0,0
2017,PROVIDENCE,0,0,0
2017,DEKALB,223938,67796,0
2017,WALKER,0,300,7763
2017,BUTLER,0,0,0
2017,CLARK,0,0,0
2017,NYE,0.01,0.03,0
2017,MIAMI-DADE,5,49,0
2017,PIERCE,170.73,96.56,0
2017,DELAWARE,1010,41,14
2017,WOOD,0,0.0000002,0
2017,HERNANDO,4.55,176.14,0
2017,TIPTON,0,0,0
2017,KENT,102,1019,0
2017,SANTA CLARA,0,0,0
2017,TULSA,5,0,0
2017,ORANGE,0,0,0
2017,OCONEE,0,0,0
2017,ROGERS,0.314,0,0
2017,MCHENRY,11,13,0
2017,MONTGOMERY,44,24340,0
2017,NYE,1,3.9,0
2017,PLATTE,0,2458,0
2017,CASS,0,0,0
2017,SWEETWATER,2.22,17,0
2017,COSHOCTON,59,2910,0
2017,POSEY,0,0.0011187,0
2017,CALHOUN,0,62370,0
2017,ST JAMES PARISH,325,6560,0
2017,MULTNOMAH,903,80767,0
2017,COBB,4.96,1,0
2017,AUGUSTA,0,0,0
2017,DESOTO,29,170,0
2017,HUMPHREYS,460000,0,0
2017,MONROE,0,0,0
2017,WHITESIDE,765,3600,0
2017,CUYAHOGA,0,0,0
2017,GILLIAM,0,0,0
2017,CLARK,0,4.1,0
2017,LAKE,2,0,0
2017,ST LOUIS,20.3,0.01,0
2017,BLACKFORD,5,0,5
2017,FAIRFIELD,0,0.002,0
2017,UNION,0,0,0
2017,EUREKA,0,0,0
2017,EUREKA,490,8,0
2017,HOCKLEY,0,0,0
2017,WARREN,1,6,0
2017,WARREN,297,1791,0
2017,LOS ANGELES,87,1134,0
2017,SARASOTA,0,0,0
2017,HARRIS,8221,5059,1.22
2017,DUNKLIN,0,0,0
2017,COVINGTON,750,250,0
2017,LOS ANGELES,980,980,17
2017,ST JAMES PARISH,0,1,0
2017,TARRANT,6122,3294,0
2017,SUSSEX,0,0,0
2017,SCOTT,20.16,2.12,0
2017,ANSON,0.0141,0,0
2017,ESSEX,3,12,0
2017,HARTFORD,0,745,0
2017,DAVIS,0.26,1.36,0
2017,ARECIBO,0,0,0
2017,WOOD,0,11.62,4.95
2017,UNION,0,0,0
2017,WAYNE,0,360,6081
2017,JEFFERSON,0,0,0
2017,LOUDON,2,19,0
2017,ARLINGTON,0,578,0
2017,ALAMEDA,0,0,0
2017,GRADY,0.91,0,0
2017,NORTHAMPTON,43,1400,0
2017,CASS,0.068,0.0001584,0
2017,POSEY,119,159,2
2017,EL PASO,2862,1145,0
2017,PICKENS,0,0,0
2017,WILKES,0,0,0
2017,NORFOLK,1.09,0,0
2017,JEFFERSON,5,5,0
2017,BUTLER,0,259,0
2017,DEFIANCE,0,0,0
2017,MONTGOMERY,3,2,4
2017,MARSHALL,75,6361,0
2017,SUMMIT,0,0,0
2017,MONTGOMERY,34.51,0,0
2017,KINGS,0,0.002,0
2017,GRAINGER,0,0,0
2017,WOOD,0,0.0000934,0
2017,JACKSON,44,331,0
2017,CLARK,0,0,0
2017,JEFFERSON,7786.145507,94230.07,0
2017,HAMILTON,0,26,0
2017,DEKALB,0,0,0
2017,CLARK,0,15700,0
2017,JOHNSON,0,0,0
2017,CHESTERFIELD,0,0,0
2017,SARATOGA,2044,0,0
2017,VIGO,0,0,0
2017,OKLAHOMA,0,0,0
2017,CADDO PARISH,0.01,0.2,0
2017,CHOCTAW,0,37606,0
2017,COLUMBIANA,Pounds,0.01,0.03
2017,STORY,0,0,0
2017,BRISTOL,0,0,0
2017,PIERCE,0,0,0
2017,LOS ANGELES,260,28000,0
2017,BROWN,0,13800,0
2017,COOKE,Pounds,1.47,5.84
2017,COOK,135,0,0
2017,YORK,0,0,0
2017,FOND DU LAC,29,29,0
2017,MINNEHAHA,3562,23406,0
2017,MCDOWELL,0,22.07,0
2017,UNION,0,0,0
2017,GASTON,0,0,0
2017,HURON,0,0,0
2017,TULSA,0,0,0
2017,JEFFERSON,0,0,0
2017,MCKENZIE,R,Pounds,0
2017,SUMMIT,0,0,0
2017,WASHINGTON,1.93,126.58,12.22
2017,WAUKESHA,3.18,0,0
2017,WYANDOTTE,0,0,0
2017,HOWARD,0,0,0
2017,LUCAS,2,420,0
2017,NOBLE,0.24,0,0
2017,OTTAWA,128,0,0
2017,HOT SPRING,0,32833,0
2017,ORANGE,0.0001,141.06,0
2017,SAUNDERS,0,0.035,0
2017,JACKSON,0,0,0
2017,HENDERSON,0,0.005,0
2017,GALVESTON,1900,8700,5
2017,MARION,0,0,0
2017,SHEBOYGAN,0,0,0
2017,ALLEN,26150,0,0
2017,MONTGOMERY,0,170.56,0
2017,PORT ARTHUR,Pounds,54,0
2017,ST LUCIE,0,0,0
2017,MARICOPA,8.8,17.5,0
2017,RACINE,0,5.2,0
2017,WESTMORELAND,0,0,0
2017,YORK,0,0,0
2017,HARRIS,16652,666,0
2017,LOS ANGELES,110,110,0
2017,LIBERTY,85,153,0
2017,BALTIMORE,Pounds,5,5
2017,ST LOUIS (CITY),876.87,0,0
2017,SUSSEX,7200,1651,0
2017,SANGAMON,0,0,0
2017,COOK,0,460,0
2017,WAUKESHA,0,0,0
2017,SKAGIT,0,1.6,0
2017,HUTCHINSON,0.000124,0.0001657,0
2017,COMAL,0,5.76,0
2017,CARROLL,0,0,0
2017,MARION,38.36,0,0
2017,HARRIS,0,0,0
2017,OAKLAND,0,0,0
2017,ST CHARLES PARISH,2,14,0
2017,PALO ALTO,0,1283,0
2017,MONROE,1245,590,0
2017,HAMPDEN,0,0,0
2017,LUBBOCK,0,0,0
2017,RANDOLPH,0,359707,0
2017,BELL,0,0,0
2017,COOK,Pounds,0,30
2017,ORANGE,0.37,0.13,0
2017,GILA,0,0,0
2017,COLUMBIANA,0.0000001,0.009,0
2017,HARRIS,7,149,0
2017,ROCK ISLAND,207,89,0
2017,CRAWFORD,0,54590,0
2017,BEAVER,0,46020,0
2017,PORT ARTHUR,Pounds,137,0
2017,VANDERBURGH,0,0,0
2017,IONIA,142,142,0
2017,NOWATA,0,0,0
2017,CLAY,0,9548,0
2017,UNION,120.2,2.7,0
2017,SPOKANE,0,5,0
2017,MADISON,0,3.33,0
2017,ORANGE,0,0,0
2017,YAMHILL,0.28,12.12,1.925
2017,PERRY,0,0.0004725,0
2017,ORANGEBURG,0,0,0
2017,HURON,250,0,0
2017,DESOTO,0,0,0
2017,MARION,0,0,0
2017,CALHOUN,3749.91,1117.51,114.9
2017,JEFFERSON,250,250,0
2017,JOHNSON,6.762,57.912,0.115
2017,ST CLAIR,0.2,0,0.4
2017,JOHNSON,0,0,0
2017,SCHENECTADY,0,0,0
2017,COMAL,0,0,0
2017,LAKE,0,0.17,0
2017,RIVERSIDE,0,25.605,0
2017,CLERMONT,0,50,100
2017,WAYNE,0,0,0
2017,WYANDOTTE,30,200,0
2017,BURNET,0,0,0
2017,CHARLESTON,462,704,0
2017,ROCK ISLAND,0,457,0
2017,GRUNDY,38,905,0
2017,LOS ANGELES,870,150,0
2017,VANDERBURGH,0,0,0
2017,PHILLIPS,1.22,7342.08,0
2017,HONOLULU,0,0,0
2017,PERSHING,0,0,0
2017,LAUDERDALE,379.73,0,0
2017,RICHMOND,0,10,1.3
2017,MARION,0,0,0
2017,NIAGARA,175,120,0
2017,SMITH,0,0,0
2017,HENNEPIN,0,0,0
2017,SOLANO,0,0,0
2017,WALLA WALLA,0,0,0
2017,CANADIAN,0,0,0
2017,FRANKLIN,163,0,0
2017,BERKELEY,70,44,20
2017,JEFFERSON,5,0,0
2017,DAVIDSON,16.42,0,0
2017,CHARLESTON,0,0,0
2017,ALACHUA,0,0,0
2017,GRAYSON,99,12,0
2017,ASCENSION PARISH,223,11,48046
2017,JEFFERSON,0,0,0
2017,TANGIPAHOA PARISH,928,13,0
2017,DELAWARE,284.2,0,0
2017,DICKINSON,0,0.0011099,0
2017,NEW HANOVER,0.0191,0.0118,0
2017,FREMONT,0,466128,0
2017,MACOMB,0,134,0
2017,MACOMB,1501,0,0
2017,LAFAYETTE PARISH,R,Pounds,0
2017,MACOMB,0,0.0465,0
2017,YORK,0,7,3
2017,MARSHALL,1,1,0
2017,ALBANY,0.064,0.021,0
2017,WARD,0,0,0
2017,ST CLAIR,0,140,56
2017,MENOMINEE,0,0,0
2017,HILLSBOROUGH,70,350,0
2017,MOBILE,0,0,0
2017,ERIE,1,0,0
2017,GONZALES,0,0,0
2017,LAKE,0,0,0
2017,KENTON,7479,3034,0
2017,SAN BERNARDINO,0,0,0
2017,SHELBY,0,20,6.4
2017,BOSQUE,0,5.5,0
2017,CHESTER,A,Pounds,0
2017,ONONDAGA,0,26.57,0
2017,LYON,1,1,0
2017,WARREN,0,13,0
2017,MCLEAN,0.1,318.4,0
2017,CUYAHOGA,0,0,0
2017,UNION,0,0,650
2017,MORGAN,426,1,0
2017,CULLMAN,0,0,0
2017,GADSDEN,0,0,0
2017,PICKENS,0,0,0
2017,BERKS,0,0.1,5
2017,COOKE,1929,0,0
2017,PORT ARTHUR,Pounds,47,0
2017,ANDERSON,0,3292,0
2017,WAYNE,0,23,0
2017,TRAILL,250,116058,4241
2017,GRIMES,167,5,0
2017,BEXAR,2894,4164,0
2017,LAWRENCE,118,299,0.7
2017,LAWRENCE,23,71,0.3
2017,WINSTON,0,0,0
2017,JONES,51,20,0
2017,COTTONWOOD,1.9,386.6,0
2017,DURHAM,5,2304,0
2017,HENDERSON,0,0,0
2017,HAMILTON,0,0,0
2017,ORANGE,0,0,0
2017,LOGAN,R,Pounds,7.43
2017,PORTER,0,0,0
2017,OGLE,6.3,6.3,0
2017,DECATUR,0,0.04,0.231
2017,COOK,0,209,0
2017,HALL,5,5,0
2017,POLK,0,0.0122,0
2017,BEXAR,754,0,0
2017,DAVIS,0,11,0
2017,PICKAWAY,0,0,0
2017,LAKE,81.93,1917.43,94.9
2017,LINCOLN,5,0,0
2017,LOWNDES,0,0,0
2017,ORANGEBURG,0,2,0
2017,GRAVES,0,0,363928.6
2017,KOOCHICHING,5,1450,0
2017,SHELBY,0,0,0
2017,BROWARD,0,0,0
2017,ELKHART,374,5465,0
2017,POSEY,5.3,300,850
2017,NYE,0.6,0.24,0
2017,CHAMPAIGN,0.41,60.34,0
2017,LEWIS,1,50.15,1.62
2017,LANCASTER,346,5,0
2017,BARTOW,0.3,0.1,1.74
2017,KALAMAZOO,0,0,0
2017,MIDDLESEX,0,0,0
2017,BLOUNT,1,1,0
2017,COOK,R,Pounds,250
2017,MONROE,0,0,0
2017,ADAMS,3005,0,0
2017,PIMA,0.001,0.012,0
2017,INDIANA,0,92.3,0
2017,CAMERON,5,250,0
2017,ST MARYS,94.76,0,0
2017,JEFFERSON,21900,46,0
2017,ROCK ISLAND,640,2954,0
2017,ROBESON,0.05,0.02,0
2017,HARRIS,0,0,0
2017,WESTON,1859.18,0,0
2017,CHAMPAIGN,0,0,0
2017,SPARTANBURG,0,0,0
2017,DODGE,0,0,0
2017,CAMBRIA,0,5,0
2017,NIAGARA,R,Pounds,5
2017,LANE,8230,9970,318
2017,LEAVENWORTH,0.4,0,0
2017,CUYAHOGA,49,180,0
2017,SHELBY,5,0,0
2017,CRAWFORD,0,0.0017925,0.0000889
2017,CARROLL,0,55.2,7.8
2017,OTTAWA,2,52,2
2017,LAKE,0,0,0
2017,PINAL,0,0,0
2017,LOS ANGELES,0,0,0
2017,LOS ANGELES,258,2747,0
2017,HAMILTON,5874,3926,0
2017,POLK,0,0,0
2017,FORSYTH,0,0,0
2017,WILKES,0,0,0
2017,WASHINGTON,Pounds,20.08,182.6
2017,SWEETWATER,1,44,0
2017,HAMILTON,1,17,0
2017,WINSTON,0,0,0
2017,ELKHART,0,140,0
2017,MERCER,5,0,5
2017,DECATUR,1167,152,0
2017,PORT ARTHUR,YES,R,Pounds
2017,EAST BATON ROUGE PARISH,0,0.02,0
2017,ST CLAIR,0,0,0
2017,CHAUTAUQUA,0,1.36,0.47
2017,DANE,8,0,0
2017,CLINTON,257.6,141.2,0.4
2017,DUCHESNE,420,440,0
2017,GADSDEN,0,0,0
2017,SHIAWASSEE,0,0,0
2017,MECKLENBURG,0,0,0
2017,CHAMBERS,0,0,0
2017,HARDIN,0,0,0
2017,JOSEPHINE,0,36100,0
2017,ST CHARLES PARISH,4386,5713,258
2017,NASSAU,1.67,30913.6,0
2017,NASSAU,1671,30935.99,444
2017,CLARK,0,0,0
2017,ST CHARLES PARISH,4189,1742,35
2017,CLAY,3.3,12.97,0
2017,MCKINLEY,0.0005,4.9,0
2017,COLUMBIANA,0.000005,0.02,0
2017,LAWRENCE,0,3.9,0
2017,ALLEGHENY,0,551,0
2017,LASSEN,0,0,0
2017,LEWIS,1,41.67,19.21
2017,MILLARD,0.05,0.1,0
2017,COOK,0,0,0
2017,TUSCARAWAS,0,0,0
2017,NEWTON,441.6,898.8,0
2017,ST JAMES PARISH,0,0,0
2017,NEW CASTLE,1.167,0.754,0
2017,WOOD,0.01,0.21,0.54
2017,SUFFOLK,0,0,0
2017,LAKE,0,1,0
2017,ATASCOSA,0.2,7.3,0
2017,MULTNOMAH,627,1134,0
2017,MIDDLESEX,0,0,0
2017,ALLENDALE,68,29000,0
2017,DOUGLAS,0,10008,0
2017,SANTA BARBARA,190,101,0
2017,RENSSELAER,28.79,66.77,0
2017,LOS ANGELES,0,0,0
2017,DEKALB,0,0,0
2017,RICHLAND,0,198,0
2017,SANTA BARBARA,0,0,0
2017,HILLSBOROUGH,0,0,0
2017,VERMILION PARISH,0,0,0
2017,VERMILION PARISH,80,11,0
2017,POLK,0,0,0
2017,ORANGE,0,0,2479
2017,BROWN,0,0,0
2017,MONTGOMERY,0,0,0
2017,ORANGE,4361,1679,0
2017,COWLITZ,1.38,0.93,0
2017,COLUMBIANA,0.7,0.4,0
2017,MARION,0,11.28,0
2017,SAN JOAQUIN,4,1,0
2017,JEFFERSON,0,0,0
2017,DELAWARE,157,127,0
2017,VENTURA,5,631,0
2017,PLYMOUTH,0,0,0
2017,CLARK,R,Pounds,5
2017,LAKE,0.0001,0.2,0
2017,WESTMORELAND,0.00197,0,0
2017,MUSKEGON,280,290,0
2017,DOUGLAS,1502.6,0,0
2017,JACKSON,0,0.8,0.1
2017,MCKEAN,0,0,0
2017,IRON,0,0,0
2017,WHARTON,0,0,0
2017,CUMBERLAND,9,19,0
2017,COOS,0.00306,0,0
2017,ALLEN PARISH,0,131.62,0
2017,LORAIN,5,0,0
2017,HARRIS,12000,12000,40
2017,OUTAGAMIE,0,306.34,8406.7
2017,MONTGOMERY,0,0,0
2017,PORT ARTHUR,R,Pounds,46
2017,ELKHART,0,0,0
2017,HIDALGO,1,0,0
2017,HARRIS,0,0,0
2017,VIGO,0,67080,0
2017,HARRIS,0,0,0
2017,MARSHALL,0,1444.6,0
2017,GREENE,0,45,0
2017,MIDDLESEX,0,0,0
2017,WALWORTH,0.131,0,0
2017,MERCER,50,1861,3034
2017,EAST BATON ROUGE PARISH,7877.6,1811.6,0
2017,UPSHUR,Pounds,0,1
2017,GRUNDY,88338,450733,0
2017,BOURBON,3.26,4.84,0
2017,BOULDER,0,0.0128,0
2017,LANE,51,6350,303
2017,HOPEWELL (CITY),0,99.14,0.49
